3.336399956115058740e+04,3.416470142718595889e+04,3.421220157819859742e+04,3.434793665026818780e+04,3.386778865849394060e+04,3.256056580343413953e+04,3.556742336483742838e+04,3.445212718437374861e+04,3.332578578172797279e+04,3.364925162960382295e+04,3.416085213397990447e+04,3.439203351015273802e+04,3.420932244918680954e+04,3.265077686841052127e+04,3.347574343998136465e+04,3.551327564596334560e+04,3.380832141548724030e+04,3.392655497627736622e+04,3.351922618204806349e+04,3.184411873409891996e+04,3.224743972473553004e+04,3.426542280273963843e+04,3.233496054940399335e+04,3.290785969909737469e+04,3.349295040989856352e+04
3.480919694102804351e+04,3.489423533051330742e+04,3.369494290226409066e+04,3.379133216986579646e+04,3.322862984280689125e+04,3.486976535989761032e+04,3.387370170381809294e+04,3.312875195802288363e+04,3.544896361948758567e+04,3.458697601871339430e+04,3.447495985324421054e+04,3.323598283290840482e+04,3.483983314996871195e+04,3.427752769061494473e+04,3.342639711974709644e+04,3.319852600398317736e+04,3.309143486932304950e+04,3.467492004128341796e+04,3.331627602621415281e+04,3.573646309801750613e+04,3.281035340002305020e+04,3.277114921432050323e+04,3.442597543915490678e+04,3.421621069342167175e+04,3.332587178843542642e+04
3.291932286265066068e+04,3.331609992714037799e+04,3.348133565473675117e+04,3.266267731539628221e+04,3.434865627595733531e+04,3.505461775255471730e+04,3.355722205779975775e+04,3.364026707838731090e+04,3.220130096051315559e+04,3.440783391293523891e+04,3.359924891956106148e+04,3.322466315235471848e+04,3.617825802013809880e+04,3.364181329978757276e+04,3.438171503004941769e+04,3.238143006432519906e+04,3.354303782759718888e+04,3.406327485329824412e+04,3.300906042332773359e+04,3.399796321437811275e+04,3.276259804365739910e+04,3.389520296930083714e+04,3.268259053576581937e+04,3.521584599401444575e+04,3.508734180526581622e+04
3.165838086766866400e+04,3.277094823198665836e+04,3.338975457176125201e+04,3.487894572276808321e+04,3.367595550323260977e+04,3.309442340752058954e+04,3.381329467440072767e+04,3.291478603178126650e+04,3.296283865115693334e+04,3.466986735016575403e+04,3.438720866205079801e+04,3.452889530898950761e+04,3.374183948303767829e+04,3.486627390974348964e+04,3.328254809268829558e+04,3.494273224652023782e+04,3.344704296563999378e+04,3.271456523297195236e+04,3.514657651414570864e+04,3.530367135726440029e+04,3.413852728460364597e+04,3.531356882124279218e+04,3.277664634713361738e+04,3.198350344462208886e+04,3.420266089931257738e+04
3.247603097040442299e+04,3.455902157756448287e+04,3.389482821170717216e+04,3.383382582377733343e+04,3.318512701640896557e+04,3.326563936694777658e+04,3.423858934347741160e+04,3.338422396616216429e+04,3.301400740433356259e+04,3.302902010033452098e+04,3.523214991472280963e+04,3.429466960006648151e+04,3.273840464279371372e+04,3.440032747117017425e+04,3.395877136625803541e+04,3.527759139437868726e+04,3.373867931787278940e+04,3.452171040100368555e+04,3.440784173944954091e+04,3.505025956544691871e+04,3.517846680211343482e+04,3.356418987456922332e+04,3.356533265237075830e+04,3.341428607131887111e+04,3.441959119648560591e+04
3.319888055008821539e+04,3.233587842996868130e+04,3.310453975976629590e+04,3.457439317403455789e+04,3.288038083974304027e+04,3.227349675871661020e+04,3.320414718164428632e+04,3.414735308354757581e+04,3.404647003487428447e+04,3.338572848123461154e+04,3.215191561576071399e+04,3.391880966352937685e+04,3.300825197505094548e+04,3.375719322054263466e+04,3.281488453914804995e+04,3.354106288939684600e+04,3.201681293565370652e+04,3.436947481491234066e+04,3.245552464003595742e+04,3.310078607326427300e+04,3.353243322586738213e+04,3.491616217245811276e+04,3.346475735542479379e+04,3.350740292538546782e+04,3.433809635552186228e+04
3.472281015944774117e+04,3.385201971610968758e+04,3.379265424430170970e+04,3.295923494289756491e+04,3.364452817133501958e+04,3.433513446861015836e+04,3.296675007110471779e+04,3.257468224165096399e+04,3.472502795721433358e+04,3.474140344379522867e+04,3.356733436560015252e+04,3.424425911967285356e+04,3.222304268670873716e+04,3.414270165078308492e+04,3.369322084922303475e+04,3.272725183895164810e+04,3.266054249156249716e+04,3.362654148693690513e+04,3.354480592749807693e+04,3.337945009488917276e+04,3.425922077112984698e+04,3.340719181187429058e+04,3.348925668999723712e+04,3.345570007332850946e+04,3.404847472961936001e+04
3.221670359783515960e+04,3.237805554254223898e+04,3.379965094697979657e+04,3.322468421872900944e+04,3.315404177633727522e+04,3.363643352774262166e+04,3.392567652201236342e+04,3.235989018540129473e+04,3.521195057514928340e+04,3.362488349543101504e+04,3.247589786441077376e+04,3.250786352323261235e+04,3.323200824295673374e+04,3.353266194483584695e+04,3.455771148648377130e+04,3.348398692597284389e+04,3.359726023958680889e+04,3.375162779697879887e+04,3.259715775937547005e+04,3.454166968006688694e+04,3.416269554657705885e+04,3.209404504872932011e+04,3.208810813640098422e+04,3.344209799508046126e+04,3.411743484852076654e+04
3.284502878991712350e+04,3.495008401743397553e+04,3.200204613814494951e+04,3.246498104208627410e+04,3.250303274984437667e+04,3.439944040456204675e+04,3.208402298454524134e+04,3.175751448976136817e+04,3.433102672727367462e+04,3.164421129525563083e+04,3.451983280220848246e+04,3.352126310438969813e+04,3.290295018493662792e+04,3.380779574149206019e+04,3.353640197834411811e+04,3.279651545956823975e+04,3.329709893980877678e+04,3.359267112870290293e+04,3.262389453782733835e+04,3.269679962854636688e+04,3.553927538314793492e+04,3.220256788206424972e+04,3.383746098135920329e+04,3.335839357913941058e+04,3.242526477435994457e+04
3.386603738330236229e+04,3.371978045567546360e+04,3.435649237247153360e+04,3.213489559524075958e+04,3.270996074088766181e+04,3.372342210794332641e+04,3.349307148369443166e+04,3.291665222904521215e+04,3.387302788673597388e+04,3.222983575955040578e+04,3.397124460742880910e+04,3.174390545565478533e+04,3.437829979441221803e+04,3.305009889502173610e+04,3.190647982627939564e+04,3.270466244771541096e+04,3.373798109366090648e+04,3.350877026222941640e+04,3.361515001310684602e+04,3.363888917507219594e+04,3.429464576956760720e+04,3.449818864049693366e+04,3.400493690411112038e+04,3.359475307351857191e+04,3.437545992517514242e+04
