7.810656741053317674e+05,7.716878548411086667e+05,7.369839127193490276e+05,7.686583369513457874e+05,7.744302797658634372e+05,7.598794569014350418e+05,7.658661500212524552e+05,7.600454335522392066e+05,7.786719111992520047e+05,7.722678070373223163e+05,7.638823626934016356e+05,7.625149546633139253e+05,7.813454176112720743e+05,7.539556877365460386e+05,7.383509726351835998e+05,7.859296589214075357e+05,7.709141055999117671e+05,7.819358933394886553e+05,7.651894239775862079e+05,7.449052431381783681e+05,7.451922178561958717e+05,7.543106911610444076e+05,7.757185195416623028e+05,7.884202857959601097e+05,7.650215178445730126e+05
7.516489372672017198e+05,7.570668716806221055e+05,7.739295146071452182e+05,7.331104571724244161e+05,7.464782403382582124e+05,7.600889428862428758e+05,7.510453182132301154e+05,7.700906869687972357e+05,7.519280733472747961e+05,7.521123029678273015e+05,7.501692739325007424e+05,7.360756810572913382e+05,7.508284513668895233e+05,7.573103064885642380e+05,7.840468250107084168e+05,7.375671785667991498e+05,7.809664972836629022e+05,7.987349097002715571e+05,7.524245697829416022e+05,7.670017741761617362e+05,7.697750722346373368e+05,7.418604361448405543e+05,7.311271825702456990e+05,7.845068747291092295e+05,7.394013513853892218e+05
7.360524850929825334e+05,7.261271536463805242e+05,7.024239018878755160e+05,7.296459884855872951e+05,7.200402585326352855e+05,6.997987520792096620e+05,7.027360814967444167e+05,7.487126868059462868e+05,7.465315183540380094e+05,7.217050492658911971e+05,7.408057252598647028e+05,7.028086810131791281e+05,6.915251526779080741e+05,7.005197297759024659e+05,6.991392538110910682e+05,7.160388039206964895e+05,7.326314363759268308e+05,7.178297897745205555e+05,7.434733853266708320e+05,7.108927936016857857e+05,7.154230600904454477e+05,7.391992949337811442e+05,7.145970810089012375e+05,7.218384288408004213e+05,7.476395676400541561e+05
6.945644379014136503e+05,6.599995413831006736e+05,6.763208714575051563e+05,6.676314037124750903e+05,6.723228394079400459e+05,6.586651530546410941e+05,6.942363417318846332e+05,6.581160898827573983e+05,6.640925481190027203e+05,6.703147874464722117e+05,6.602993805654593743e+05,6.577089828614110593e+05,6.913770888887040783e+05,6.815231046225443715e+05,6.765273113836463308e+05,6.746280515391973313e+05,6.637018815579502843e+05,6.614308004166134633e+05,6.847510672595239012e+05,6.733414452534278389e+05,6.340305154163475381e+05,6.669695242710846942e+05,6.765667163594448939e+05,6.577269763446300058e+05,6.647816228274945170e+05
5.777862466341039399e+05,5.826124697551002027e+05,6.072792878178692190e+05,5.734629913644813932e+05,5.948523283381470246e+05,6.099341382684831042e+05,6.008692477333957795e+05,5.534042016801827122e+05,6.079142890771867242e+05,6.244021753308208426e+05,5.973102038439798634e+05,5.589469159229411744e+05,6.393328324578063330e+05,5.955980698702420341e+05,6.052859461997345788e+05,6.291825008480655961e+05,6.164542024863206316e+05,5.977374720940761035e+05,5.993444129027449526e+05,5.652341145959494170e+05,5.751794223151222104e+05,5.903531859425379662e+05,5.526734612844615476e+05,5.788191667974882293e+05,5.852038496143084485e+05
4.665466006198239629e+05,4.734458232911871164e+05,4.779466531056139502e+05,4.580728286862354726e+05,4.963842591175975394e+05,4.750752140328835812e+05,4.863527693768396275e+05,4.776608904078795458e+05,5.033480663441978395e+05,4.942395786121884594e+05,4.818873043043673970e+05,4.749411978773131850e+05,4.878454405764393741e+05,4.928859188656967017e+05,4.797096231336162309e+05,4.692583035851618042e+05,4.638526994796048966e+05,4.961855600668770494e+05,5.027588984133370104e+05,4.876432347805234604e+05,4.879957726434988435e+05,4.831724644799025846e+05,4.721868362018507905e+05,5.076763689659925876e+05,5.043911929683703929e+05
3.723851063342331327e+05,3.725465868104866240e+05,3.477139004558852757e+05,3.459956893306838465e+05,3.710852807637968217e+05,3.765117746091205045e+05,3.856421621347037144e+05,3.490165028668928426e+05,3.643522751015652320e+05,3.478905205465921317e+05,3.506403502727965824e+05,3.619708339417641982e+05,3.634065591006180621e+05,3.735444160541276215e+05,3.819702756981826387e+05,3.721527611345438636e+05,3.665619252153583802e+05,3.705563949215327739e+05,3.792256598516612430e+05,3.510374723089541658e+05,3.941566013676813454e+05,3.861258587697920739e+05,3.633214473601026693e+05,3.510869613571355003e+05,3.549970940202344791e+05
2.794839264644238865e+05,2.710743173141982988e+05,2.707228781226336723e+05,2.693838068914425676e+05,2.914973331906520179e+05,2.744788899440374807e+05,2.738270764439732884e+05,2.580932750124011654e+05,2.777642179012964480e+05,2.648473798504763399e+05,2.740849516568249674e+05,2.645330278353405884e+05,2.817010558651824249e+05,2.648779031094041420e+05,2.672944872124754474e+05,2.579572697022757493e+05,2.735063280216801213e+05,2.663541054139663465e+05,2.656744627947361441e+05,2.672530967455204227e+05,2.613562029997621430e+05,2.706101474299856345e+05,2.570506447090977163e+05,2.610308650280984002e+05,2.593016515785560478e+05
1.999842406326000928e+05,1.932940631178455078e+05,1.949394879227220663e+05,1.929903125977658783e+05,2.022572671445595624e+05,2.030008591842760798e+05,2.017526001440151013e+05,1.964067590762302862e+05,1.999837935491491517e+05,2.152568909274753823e+05,2.169163773628507333e+05,2.003568331021392660e+05,2.107841866408926144e+05,1.950025961547507322e+05,2.119188389926747477e+05,1.973463356956926582e+05,1.951941145347612619e+05,1.872103654206333158e+05,2.019029835295041266e+05,2.027249641173113196e+05,2.001972270889433858e+05,1.852468572299778752e+05,1.805611824407758249e+05,1.943882695289929688e+05,2.011218871516193612e+05
1.574264141325790260e+05,1.493698733304270136e+05,1.402845686841110000e+05,1.494827347754795919e+05,1.545858690961348766e+05,1.524787311616032093e+05,1.520708597906762734e+05,1.427714593623988330e+05,1.434110191808141535e+05,1.661139006262519979e+05,1.702219248071945622e+05,1.586239329668915016e+05,1.687033986964543292e+05,1.477000639387851988e+05,1.558775454717607063e+05,1.495456623266702809e+05,1.461910526177189022e+05,1.466443732279747783e+05,1.677086004107112240e+05,1.483260725250959804e+05,1.586084235568657168e+05,1.481641358204231365e+05,1.480812353772282950e+05,1.457460741131779505e+05,1.462063159699564276e+05
