3.270223248375798357e+04,3.453905430393316783e+04,3.263479246767184304e+04,3.399713963427139242e+04,3.226538183488653885e+04,2.967344915032382414e+04,3.394312710350345151e+04,3.334236658501498459e+04,3.553444252323885303e+04,3.437701713754281809e+04,3.377856043525315181e+04,3.351696160478068487e+04,3.351380484111105034e+04,3.339327083784659044e+04,3.354879952007636166e+04,3.463776512487306172e+04,3.422416081554336415e+04,3.468240663788873644e+04,3.539731896475416579e+04,3.233525411366686603e+04,3.221554783847676299e+04,3.423458602122233424e+04,3.302304604772447055e+04,3.397844097699221311e+04,3.534695312112644751e+04
3.406289421282718831e+04,3.230378165886216811e+04,3.464162401324367966e+04,3.387113980838555290e+04,3.332105832483097765e+04,3.385207957806425838e+04,3.295102792399952159e+04,3.278331415066262707e+04,3.524589360284615395e+04,3.380073634598516219e+04,3.273421756541618015e+04,3.355502653337211814e+04,3.422422303969296627e+04,3.329357630944474658e+04,3.251015661061365608e+04,3.331948654512411304e+04,3.267455958387310602e+04,3.467669600572627678e+04,3.338130182657056866e+04,3.539499105684238020e+04,3.465456687929413602e+04,3.368001405737867026e+04,3.391290309914208774e+04,3.128606525067648909e+04,3.409409626319231756e+04
3.320246774843885214e+04,3.505293612309004675e+04,3.572581928641415288e+04,3.284185325855580595e+04,3.402678479987546598e+04,3.278316557223522977e+04,3.473209822366745357e+04,3.324680823332582804e+04,3.436640278428269085e+04,3.288444022690641577e+04,3.580287847793101537e+04,3.354071529665744310e+04,3.399508394150426466e+04,3.264768438862810945e+04,3.404168207837363298e+04,3.374250150566092634e+04,3.445142569297886075e+04,3.518761985589341202e+04,3.427080136703942844e+04,3.493389795553476870e+04,3.453549963861703873e+04,3.476227509780836408e+04,3.367137312006483990e+04,3.274049346239051738e+04,3.320065188385827059e+04
3.539714939160337963e+04,3.503945744013740477e+04,3.261123103646886375e+04,3.422701550165570370e+04,3.479048147309350315e+04,3.319517983608676150e+04,3.383461756152589078e+04,3.487745618859531533e+04,3.488947839816778287e+04,3.317045815771404887e+04,3.477339628589736822e+04,3.371613120309827355e+04,3.420860192069244658e+04,3.577920670995432010e+04,3.358260734266337386e+04,3.411547009073977824e+04,3.241500855301750562e+04,3.432559451838830864e+04,3.500240140040886035e+04,3.403697800958416337e+04,3.384409380173035606e+04,3.514895622974206344e+04,3.297079200775428035e+04,3.456753882588067790e+04,3.371808546091476455e+04
3.322689236046835867e+04,3.310578391276234470e+04,3.430666767486877507e+04,3.233112321730742769e+04,3.371738384713946289e+04,3.496417988049524865e+04,3.396726912791263021e+04,3.439291660618261085e+04,3.338565653988493432e+04,3.468430633811978623e+04,3.505872747534433438e+04,3.383170270033239649e+04,3.385547394687705673e+04,3.345063646072128176e+04,3.525469308666427241e+04,3.568096577123700990e+04,3.492113814168788667e+04,3.499570009202310757e+04,3.365518913749291823e+04,3.332038581854283257e+04,3.391436490190761833e+04,3.384226063274510670e+04,3.567056309002955095e+04,3.461445356053506839e+04,3.382046772467748087e+04
3.391294075010436063e+04,3.331720518179913779e+04,3.440581180179351213e+04,3.341525226263098739e+04,3.340753538820251561e+04,3.292306652527926053e+04,3.462413377480245254e+04,3.289740922056128329e+04,3.398446434721886180e+04,3.284929289041773154e+04,3.607002396461997705e+04,3.379952137829639832e+04,3.367506521282193717e+04,3.475247781913371000e+04,3.339568514304436394e+04,3.243907632776253740e+04,3.411544633925727976e+04,3.387088104316580575e+04,3.211220726762335471e+04,3.417287163652227900e+04,3.352217960050961847e+04,3.358754768999401131e+04,3.466265143282626377e+04,3.363963641773762356e+04,3.467864818183513853e+04
3.354797884970979794e+04,3.564938794032941951e+04,3.324025807854052255e+04,3.328530965592153370e+04,3.536879912352078100e+04,3.511742161858156032e+04,3.502448716034899553e+04,3.477728310294749826e+04,3.534349475844628614e+04,3.425357832034735475e+04,3.468093910391061218e+04,3.243813561031587597e+04,3.379953938910259603e+04,3.437853133689631795e+04,3.270825917224521982e+04,3.357449594671576779e+04,3.365836462470990227e+04,3.549856733490726037e+04,3.498068107317370595e+04,3.345055019723490113e+04,3.327183995787189633e+04,3.389598116744449362e+04,3.350758724318967870e+04,3.351389555340501829e+04,3.480927791698302462e+04
3.132992804619752496e+04,3.481019793862680672e+04,3.311875203645686270e+04,3.252285995018495305e+04,3.148823162983637303e+04,3.329439766101557325e+04,3.276004034735792811e+04,3.275576541295060815e+04,3.406543238615458540e+04,3.579999610357007623e+04,3.372385947596352344e+04,3.287316541576581221e+04,3.442808620492774207e+04,3.425258301007887349e+04,3.293931669765641709e+04,3.440852321096259402e+04,3.527072634445708536e+04,3.269625559337767845e+04,3.423677804048523103e+04,3.437884423219786549e+04,3.494464754743806407e+04,3.490539633409451199e+04,3.334216942862892756e+04,3.322610922530604148e+04,3.439788501019133400e+04
3.375703680748009356e+04,3.333288238043267484e+04,3.260087152931900346e+04,3.472160314218864369e+04,3.434208635925801354e+04,3.344503223501473985e+04,3.301652345293354301e+04,3.097520261529014897e+04,3.343408063026953459e+04,3.360727436056485021e+04,3.357849603849707637e+04,3.467072898306888237e+04,3.508971467597618903e+04,3.283564417420529935e+04,3.423964312906297710e+04,3.290007834531758272e+04,3.529752107061193965e+04,3.161864254212118976e+04,3.427278632415868196e+04,3.539680673244777427e+04,3.454558175729206414e+04,3.313724833969448810e+04,3.495825302383339294e+04,3.258692281531406479e+04,3.226820347968774149e+04
3.570415122068235360e+04,3.431270948887957638e+04,3.471117296664333844e+04,3.415054944698133477e+04,3.439366436076754326e+04,3.452796661735888483e+04,3.540351558089404716e+04,3.363530810616922099e+04,3.339570775307291478e+04,3.201654196552122448e+04,3.482871767899366387e+04,3.308300378235841345e+04,3.523980642546453601e+04,3.449844693010141782e+04,3.332776107285833859e+04,3.258179968663617910e+04,3.403305418413238658e+04,3.442583584884577431e+04,3.381235400034305349e+04,3.347112661330465926e+04,3.293066469722946204e+04,3.417814670973332250e+04,3.321935932500747731e+04,3.277584887540695490e+04,3.402516104798780725e+04
